stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type
259,,"91 Lee Point Road",, -12.384424, 130.887721,,,0
261,,"18 Pandanus St",, -12.380482, 130.850991,,,0
262,,"9 Harney Street",, -12.411230, 130.852008,,,0
263,,"opp 28 Harney Street",, -12.413352, 130.852615,,,0
264,,"4 Nadpur Street",, -12.416520, 130.852279,,,0
265,,"Haileybury Rendall School",, -12.442072, 130.923044,,,0
266,,"Crocodylus Park",, -12.411558, 130.927876,,,0
268,,"76 Rothdale Road",, -12.386095, 130.876850,,,0
269,,"50 Rothdale Road",, -12.389342, 130.877586,,,0
270,,"36 Rothdale Road",, -12.391136, 130.878012,,,0
271,,"Rothdale Rd before Byrne Cct",, -12.394016, 130.878393,,,0
272,,"McMillans Rd after Rothdale Rd",, -12.395277, 130.879703,,,0
273,,"McMillans Rd after Lee Point Rd",, -12.395270, 130.884279,,,0
274,,"McMillans Rd after Tolmer St",, -12.395282, 130.890192,,,0
275,,"McMillans Rd opp Northlakes Shops",, -12.395304, 130.895562,,,0
276,,"McMillans Rd after Matthews Rd",, -12.396522, 130.898986,,,0
277,,"McMillans Rd before Mueller Rd",, -12.400313, 130.906007,,,0
278,,"McMillans Rd before Kalymnos Dve",, -12.403299, 130.911240,,,0
279,,"McMillans Rd before Moray St",, -12.406804, 130.917381,,,0
280,,"Vanderlin Drive at Police Centre",, -12.412989, 130.923379,,,0
281,,"621 Vanderlin Dve",, -12.415731, 130.923387,,,0
282,,"Vanderlin Dve after Secrett Rd",, -12.421942, 130.923407,,,0
283,,"Vanderlin Dve before Stuart Hwy",, -12.431292, 130.923545,,,0
284,,"Stuart Hwy after Berrimah Rd",, -12.432856, 130.921380,,,0
285,,"Stuart Hwy before Hidden Valley Rd",, -12.431815, 130.918520,,,0
286,,"Stuart Hwy at Berrimah Defence Centre",, -12.429308, 130.911821,,,0
287,,"Stuart Hwy after Farrell Cres",, -12.426542, 130.900363,,,0
288,,"Stuart Hwy at Showgrounds",, -12.426341, 130.897625,,,0
289,,"Winnellie Rd after Hook Rd",, -12.426706, 130.893357,,,0
290,,"Albatross St after Mataram St",, -12.428678, 130.889877,,,0
291,,"22 Albatross St",, -12.428740, 130.885004,,,0
292,,"Catterthun St before Coonawarra Rd",, -12.429752, 130.882432,,,0
293,,"Coonawarra Rd before Bombing Rd",, -12.430369, 130.880316,,,0
294,,"60 Coonawarra Road",, -12.430417, 130.876449,,,0
295,,"7 Sweet Street",, -12.429273, 130.872399,,,0
296,,"Hickman St after Reichardt Rd",, -12.427718, 130.870505,,,0
297,,"Stuart Hwy after Hickman St",, -12.425460, 130.868977,,,0
298,,"Stuart Hwy at Winnellie Post Office",, -12.426639, 130.864521,,,0
299,,"Stuart Hwy opp Shiers Street",, -12.428302, 130.859679,,,0
301,,"Philip St before Hinkler Cres",, -12.423789, 130.837443,,,0
302,,"Philip St before Banyan St",, -12.419769, 130.836618,,,0
303,,"26 George Crescent",, -12.419739, 130.833907,,,0
304,,"6 George Crescent",, -12.422489, 130.835258,,,0
305,,"84 Ross Smith Ave",, -12.425454, 130.839605,,,0
306,,"Ross Smith Ave after Brown St",, -12.427268, 130.842088,,,0
307,,"Ross Smith Ave after Freer St",, -12.429637, 130.845402,,,0
309,,"Gregory St before Parap Rd",, -12.432232, 130.843592,,,0
310,,"Parap Rd before Stuart Hwy",, -12.435259, 130.843389,,,0
311,,"19 Westralia Street",, -12.445052, 130.843242,,,0
312,,"39 Westralia Street",, -12.444927, 130.845948,,,0
313,,"Meigs Cres after Mary St",, -12.446261, 130.844766,,,0
314,,"opp 3 Guy St",, -12.449129, 130.846734,,,0
315,,"6 Gothenburg Cres",, -12.449000, 130.844780,,,0
316,,"Margaret St at Que Noy Park",, -12.448976, 130.843064,,,0
317,,"10 Duke Street",, -12.451010, 130.842562,,,0
319,,"St Mary's School - Inbound",, -12.459395, 130.837967,,,0
320,,"Hudson Fysh Ave before Douglas St",, -12.430170, 130.850780,,,0
321,,"Bremmer St after Hudson Fysh Ave",, -12.429290, 130.851450,,,0
322,,"3 Nadpur Street",, -12.416424, 130.852240,,,0
323,,"30 Harney St",, -12.413434, 130.852450,,,0
324,,"12 Harney Street",, -12.411281, 130.851908,,,0
