stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type
414,,"Leanyer Dve before Killuppa Cres",, -12.380824, 130.903223,,,0
415,,"138 Leanyer Drive",, -12.377727, 130.901476,,,0
416,,"Leanyer Primary School",, -12.374746, 130.900717,,,0
417,,"Good Shepherd College, Leanyer Drive",, -12.373237, 130.900046,,,0
418,,"54 VRD Drive",, -12.371182, 130.897108,,,0
419,,"8 VRD Drive",, -12.368929, 130.892856,,,0
421,,"Lee Point Rd before Bathurst St",, -12.373407, 130.891401,,,0
422,,"Lee Point Rd after Jabiru St",, -12.381482, 130.889741,,,0
423,,"opp 67 Lee Point Rd",, -12.387219, 130.886326,,,0
424,,"opp 39 Lee Point Rd",, -12.390538, 130.884377,,,0
426,,"Angelo St at Casuarina Pool",, -12.373384, 130.884318,,,0
427,,"Gregory St before MacKillop St",, -12.432262, 130.842539,,,0
428,,"Gregory St before McKinlay St",, -12.432267, 130.839134,,,0
430,,"Victoria Dve before Priest Cct",, -12.490395, 130.981043,,,0
431,,"29 Victoria Drive",, -12.491181, 130.979310,,,0
432,,"55 Victoria Drive",, -12.493172, 130.978203,,,0
433,,"Emery Ave opp Sacred Heart Primary School",, -12.494674, 130.978798,,,0
434,,"65 Emery Avenue",, -12.495455, 130.981492,,,0
435,,"13 Sibbald Crescent",, -12.497313, 130.982075,,,0
436,,"35 Sibbald Crescent",, -12.499839, 130.981162,,,0
437,,"11 Woodroffe Avenue",, -12.502514, 130.981520,,,0
438,,"Woodroffe Ave at Woodroffe Primary School",, -12.506590, 130.981388,,,0
439,,"65 Woodroffe Avenue",, -12.508075, 130.979895,,,0
440,,"Sibbald Cres after Betelgeuse Ct",, -12.501989, 130.983780,,,0
444,,"Temple Tce after Tilston Ave",, -12.495000, 130.974903,,,0
445,,"17 Emery Avenue",, -12.494093, 130.976920,,,0
446,,"Chung Wah Tce after Emery Ave",, -12.496248, 130.986438,,,0
447,,"Essington Ave at Essington Park",, -12.492174, 130.983680,,,0
448,,"Essington Ave after Victoria Dve",, -12.489436, 130.981849,,,0
450,,"Raffles Rd before Dunbar St",, -12.487665, 130.984926,,,0
451,,"Raffles Rd before Chung Wah Tce",, -12.486303, 130.987447,,,0
452,,"Chung Wah Tce before Oasis Shops",, -12.484375, 130.987086,,,0
453,,"Essington Ave after Dunbar St",, -12.487019, 130.982165,,,0
454,,"Essington Ave after Dillon Cct",, -12.493826, 130.985752,,,0
456,,"Stuart Hwy after Hook Rd",, -12.425923, 130.892455,,,0
457,,"Stuart Hwy after Bombing Rd",, -12.425299, 130.879896,,,0
458,,"426 Stuart Highway",, -12.425349, 130.876389,,,0
459,,"478 Stuart Highway",, -12.425340, 130.884684,,,0
460,,"15 Canaris Street",, -12.370583, 130.889565,,,0
461,,"Bonson Tce at Moulden Primary School",, -12.505998, 130.970527,,,0
462,,"Driver Ave at Driver School",, -12.484606, 130.975416,,,0
463,,"Driver Ave at Driver Shops",, -12.485786, 130.973118,,,0
464,,"Driver Ave after Canonbury Cct",, -12.488648, 130.972761,,,0
465,,"Driver Ave after Widdup Cres",, -12.490307, 130.970608,,,0
466,,"Elrundie Ave before Tilston Ave",, -12.492904, 130.969109,,,0
467,,"Tilston Ave after Chin Gong Cct",, -12.495366, 130.970988,,,0
468,,"35 Bonson Terrace",, -12.499736, 130.971703,,,0
469,,"65 Bonson Terrace",, -12.502639, 130.972241,,,0
470,,"Bonson Tce after Tamarind Rd",, -12.504422, 130.972003,,,0
471,,"Elrundie Ave before Chung Wah Tce",, -12.514940, 130.973490,,,0
472,,"Moulden Tce before Cuthbertson Cres",, -12.513798, 130.976347,,,0
473,,"Kafcaloudes Cres before Bombax St",, -12.508205, 130.975717,,,0
474,,"Temple Tce after Tamarind Rd",, -12.503414, 130.975203,,,0
475,,"21 Waterhouse Crescent",, -12.490957, 130.972334,,,0
476,,"100 Driver Avenue",, -12.488711, 130.972668,,,0
477,,"72 Driver Ave opp Driver Shops",, -12.485749, 130.972888,,,0
478,,"36 Driver Avenue",, -12.484472, 130.975736,,,0
479,,"Waler Rd at Palmerston Christian School",, -12.491370, 130.964941,,,0
480,,"Kafcaloudes Cres at Lindsay Park",, -12.510812, 130.975410,,,0
481,,"Woodlake Blvd before Pritchardia Cct",, -12.474382, 130.965630,,,0
482,,"Woodlake Blvd before Phoenix Cct",, -12.472229, 130.966064,,,0
483,,"Woodlake Blvd before Kooralbyn Way",, -12.469515, 130.969969,,,0
484,,"Woodlake Blvd at Durack School",, -12.476550, 130.973674,,,0
485,,"16 Woodlake Boulevard",, -12.478429, 130.975466,,,0
487,,"Darwin High School",, -12.440120, 130.833140,,,0
488,,"4 Wulagi Crescent",, -12.386190, 130.891860,,,0
489,,"Wulagi Crescent",, -12.385010, 130.894540,,,0
490,,"61 Wulagi Crescent",, -12.384580, 130.899110,,,0
491,,"80 Malak Crescent",, -12.388800, 130.901830,,,0
492,,"9 Dalwood Crescent",, -12.388670, 130.903480,,,0
493,,"35 Dalwood Crescent",, -12.389130, 130.906660,,,0
494,,"63 Dalwood Crescent",, -12.391670, 130.909060,,,0
495,,"Mueller Rd at O'Loughlin College",, -12.393350, 130.909810,,,0
498,,"Palmerston School Terminus",, -12.478658, 130.986660,,,0
499,,"39660.4604166667",, -12.465600, 131.070540,,,0
500,,"Good Shepherd Lutheran School",, -12.494141, 131.024688,,,0
502,,"Stuart Hwy after Bowhunters Rd",, -12.507258, 131.019636,,,0
503,,"Stuart Hwy opp Virginia Rd",, -12.515310, 131.029567,,,0
505,,"420 Stuart Hwy, Coolalinga",, -12.521555, 131.039268,,,0
506,,"Stuart Hwy after Morgan Rd",, -12.506383, 131.018707,,,0
507,,"Virginia Rd after Stuart Hwy",, -12.516023, 131.029269,,,0
508,,"London Rd after Lowther Rd",, -12.554658, 131.038323,,,0
509,,"305 Bees Creek Road",, -12.562278, 131.059092,,,0
510,,"Gulnare Rd after Stuart Hwy",, -12.584158, 131.071342,,,0
511,,"Bees Creek Rd after Gulnare Rd",, -12.583203, 131.058914,,,0
512,,"Lowther Rd after Goodenia Dve",, -12.554897, 131.046987,,,0
513,,"Virginia Rd after Jervois Rd",, -12.541792, 131.029190,,,0
514,,"Virginia Rd after Irwin Rd",, -12.521873, 131.029172,,,0
517,,"Wanguri Tce at Shops",, -12.369110, 130.889320,,,0
518,,"97 WANGURI TCE, WANGURI",, -12.366876, 130.889723,,,0
519,,"27 TAMBLING TCE, WANGURI",, -12.366103, 130.888291,,,0
520,,"Willeroo St",, -12.365034, 130.884249,,,0
521,,"Tiwi Gardens Road",, -12.363301, 130.883299,,,0
522,,"Tiwi Gardens Road",, -12.361676, 130.881904,,,0
523,,"Hillier Rd before Finlay Rd",, -12.507974, 131.059188,,,0
525,,"Anglesey Rd after Carabao Rd",, -12.529663, 131.107262,,,0
526,,"Pioneer Dve after Produce Rd",, -12.554984, 131.118212,,,0
531,,"Moil Crescent opp Shops",, -12.391248, 130.882048,,,0
533,,"Bayview Blvd at Half Moon Park",, -12.440833, 130.856429,,,0
534,,"Stoddart Dve at Seascapes Park",, -12.435770, 130.857464,,,0
537,,"13 Antonino Drive",, -12.507400, 130.987378,,,0
538,,"14 Catchlove Street",, -12.505825, 130.985628,,,0
54,,"Jingili Tce before Shops",, -12.389407, 130.874959,,,0
542,,"95 Virginia Road",, -12.522456, 131.029330,,,0
543,,"141 Virginia Road",, -12.529029, 131.029303,,,0
544,,"Virginia Rd after Bilby Rd",, -12.533878, 131.029439,,,0
545,,"295 Virginia Road",, -12.541723, 131.029338,,,0
546,,"Jacomb Pl before Francesca Cct",, -12.550427, 131.031738,,,0
547,,"65 Francesca Circuit",, -12.546609, 131.035171,,,0
548,,"London Rd before Lowther Rd",, -12.554692, 131.038422,,,0
549,,"Lowther Rd before Carambola Rd",, -12.554801, 131.047092,,,0
553,,"Bees Creek Rd before Gulnare Rd",, -12.583487, 131.059086,,,0
554,,"Gulnare Rd before Stuart Hwy",, -12.583968, 131.071097,,,0
556,,"Elizabeth Valley Rd after Gullick Rd",, -12.642454, 131.099786,,,0
557,,"Elizabeth Valley Rd after Weaver Rd",, -12.642813, 131.103345,,,0
558,,"Redcliffe Rd opp Whitaker Rd",, -12.629077, 131.118690,,,0
559,,"Redcliffe Rd opp Varro Rd",, -12.616408, 131.118454,,,0
56,,"Moil Cres at Moil Shops",, -12.391135, 130.881738,,,0
560,,"Redcliffe Rd before Ballinger St",, -12.603799, 131.118458,,,0
561,,"350 Freds Pass Road",, -12.596692, 131.116675,,,0
562,,"Freds Pass Rd opp Linane Rd",, -12.587608, 131.111049,,,0
563,,"Kennedy Rd before Bruce Ct",, -12.557520, 131.096195,,,0
564,,"Anglesey Rd after Pioneer Dve",, -12.554081, 131.111074,,,0
565,,"Anglesey Rd before Strawberry Rd",, -12.544011, 131.111044,,,0
566,,"265 Anglesey Road",, -12.531680, 131.107780,,,0
568,,"Nakara School (Nakara Tce)",, -12.368956, 130.877923,,,0
572,,"137 Forrest Parade",, -12.506561, 130.991129,,,0
573,,"Owston Ave after Pye St",, -12.509899, 130.985065,,,0
574,,"Owston Ave after McAulay St",, -12.509894, 130.985330,,,0
575,,"Forrest Pde opp McAulay St",, -12.511694, 130.988591,,,0
576,,"opp 137 Forrest Parade",, -12.506624, 130.990980,,,0
577,,"495 Bees Creek Road",, -12.578797, 131.059114,,,0
583,,"Whitewood Rd opp Howard Springs School",, -12.496293, 131.044655,,,0
585,,"Girraween Rd before Rogers Rd",, -12.525452, 131.092321,,,0
586,,"195 Whitewood Road",, -12.496219, 131.034847,,,0
587,,"Howard Springs Primary School",, -12.496175, 131.045971,,,0
588,,"Humpty Doo Park & Ride",, -12.576781, 131.100392,,,0
589,,"Cox Peninsula Interchange",, -12.673611, 131.078042,,,0
59,,"Yanyula Dve at Anula Shops",, -12.392363, 130.890910,,,0
593,,"Howard Springs Rd after Whitewood Rd",, -12.493184, 131.018607,,,0
594,,"Girraween Rd after Shewring Rd",, -12.525683, 131.084483,,,0
595,,"Girraween Rd before McMinns Rd",, -12.525670, 131.079909,,,0
596,,"Stoddart Dve before Tiger Brennan Dve",, -12.439446, 130.851816,,,0
597,,"Frances Bay Dve before Tipperary Ct",, -12.448796, 130.849425,,,0
598,,"Frances Bay Dve opp Shops",, -12.448630, 130.849350,,,0
601,,"Taminmin College",, -12.579867, 131.101300,,,0
602,,"Humpty Doo Park & Ride",, -12.576865, 131.100512,,,0
605,,"opp 18 Nemarluk Dve",, -12.421152, 130.853442,,,0
607,,"Girraween Rd opp Azure Ct",, -12.525661, 131.071369,,,0
608,,"Hillier Rd after Girraween Rd",, -12.524737, 131.058843,,,0
609,,"32 Wulagi Crescent",, -12.385140, 130.894607,,,0
610,,"Wulagi Crescent - Route 12a - Weekends Only",, -12.386370, 130.891890,,,0
611,,"Yanyula Drive - Anula",, -12.390560, 130.894360,,,0
612,,"Yanyula Drive",, -12.392487, 130.890813,,,0
613,,"Yanyula Drive",, -12.390284, 130.887807,,,0
614,,"Yanyula Drive",, -12.389467, 130.886377,,,0
615,,"Parrar Drive",, -12.383940, 130.882430,,,0
616,,"Sanderson High School",, -12.388550, 130.898090,,,0
617,,"Nightcliff High School",, -12.378087, 130.851854,,,0
621,,"Rapid Creek Road - Milner",, -12.387612, 130.864524,,,0
623,,"Marrara Christian College",, -12.408710, 130.916830,,,0
624,,"Scales Street",, -12.390319, 130.878413,,,0
630,,"100 Hillier Road",, -12.516565, 131.058891,,,0
631,,"Hillier Rd after Stanley Rd",, -12.507981, 131.058971,,,0
632,,"opp 115 Stow Road",, -12.491651, 131.029137,,,0
635,,"Matthews Road",, -12.392980, 130.897700,,,0
637,,"Stow Rd before Howard Springs Rd",, -12.482832, 131.029098,,,0
641,,"Ryland Road - Rapid Creek",, -12.394720, 130.863580,,,0
642,,"Ryland Road - Rapid Creek",, -12.392043, 130.863539,,,0
643,,"opp 29 Danamila Terrace",, -12.363105, 130.889505,,,0
644,,"Lyons Community Centre",, -12.359648, 130.888233,,,0
647,,"Castlereagh Drive",, -12.376020, 130.894260,,,0
649,,"Wanguri Terrace",, -12.375050, 130.888910,,,0
650,,"Castlereagh Drive",, -12.375960, 130.894330,,,0
651,,"Brolga Street - Wulagi",, -12.381770, 130.895460,,,0
655,,"6 Daldawa Terrace",, -12.357019, 130.889225,,,0
657,,"Odegaard Dve at Joan Fejo Park",, -12.507700, 130.994919,,,0
662,,"Belyuen Rd after Odegaard Dr",, -12.509458, 130.992849,,,0
688,,"Rosebery Secondary School",, -12.509326, 130.991943,,,0
69,,"Darwin Harry Chan Ave",, -12.464777, 130.844350,,,0
693,,"36 Haydon Street",, -12.507891, 130.988983,,,0
70,,"Woolworths Cavenagh St",, -12.460537, 130.840989,,,0
71,,"St Mary's School",, -12.458620, 130.838984,,,0
757,,"Bagot Rd after Totem Rd",, -12.401322, 130.855985,,,0
761,,"Palmerston Indigenous Village",, -12.490039, 131.011330,,,0
763,,"Virginia Rd at Virginia Store",, -12.517907, 131.029154,,,0
764,,"Bees Creek Primary School",, -12.541800, 131.053177,,,0
765,,"Sattler Christian College",, -12.541807, 131.053192,,,0
766,,"90 London Road",, -12.551309, 131.038273,,,0
767,,"70 Francesca Circuit",, -12.546737, 131.035234,,,0
768,,"Jacomb Pl before Virginia Rd",, -12.550645, 131.031087,,,0
769,,"Noonamah Tavern",, -12.633516, 131.074056,,,0
770,,"Elizabeth Valley Rd before Stuart Hwy",, -12.642498, 131.078931,,,0
771,,"opp 360 Elizabeth Valley Road",, -12.642376, 131.109644,,,0
772,,"Redcliffe Rd after Noel Rd",, -12.637301, 131.118531,,,0
773,,"Redcliffe Rd after Harmer St",, -12.608089, 131.118455,,,0
774,,"30 Freds Pass Road",, -12.593228, 131.113418,,,0
775,,"67 Forrest Pde",, -12.499500, 130.992835,,,0
776,,"Stuart Hwy after Virginia Rd",, -12.515449, 131.028678,,,0
777,,"Eden Street",, -12.442880, 130.843090,,,0
778,,"Stuart Hwy after Millar Rd",, -12.573697, 131.073697,,,0
779,,"Stuart Hwy before Forest Dve",, -12.584978, 131.073665,,,0
780,,"Stuart Hwy after Gonnerman Rd",, -12.596321, 131.073780,,,0
781,,"Stuart Hwy after Jenkins Rd",, -12.612486, 131.073115,,,0
782,,"Stuart Hwy opp Gonnerman Rd",, -12.594923, 131.073208,,,0
783,,"1290 Stuart Highway",, -12.588329, 131.073243,,,0
784,,"Stuart Hwy after Gulnare Rd",, -12.583239, 131.073239,,,0
785,,"Stuart Hwy opp Millar Rd",, -12.572018, 131.073254,,,0
787,,"Stuart Hwy opp Sayer Rd",, -12.555608, 131.069193,,,0
788,,"Arnhem Hwy after Hayball Rd",, -12.569617, 131.090475,,,0
790,,"Essington School, Chrisp St",, -12.383257, 130.856548,,,0
798,,"Stuart Hwy after Sayer Rd",, -12.555815, 131.069826,,,0
805,,"46 Marina Boulevard",, -12.449864, 130.823605,,,0
806,,"Cullen Bay Ferry Terminal",, -12.451565, 130.820822,,,0
809,,"opp 20 Marina Boulevard",, -12.449880, 130.825995,,,0
811,,"56 Bayview Boulevard",, -12.441599, 130.858290,,,0
812,,"Frances Bay Dve at Fishermans Wharf",, -12.459188, 130.847473,,,0
813,,"Stoddart Dve after Michie Ct",, -12.439323, 130.852852,,,0
814,,"Kalymnos Drive opp Karama Shops",, -12.401858, 130.915921,,,0
815,,"Coolalinga Park & Ride",, -12.525350, 131.046260,,,0
816,,"Henry Wrigley Dr, Airport Precinct",, -12.404029, 130.878779,,,0
817,,"McMinns St before Stokes Hill Rd",, -12.465416, 130.847746,,,0
818,,"Farrar Blvd After Tarakan Ct",, -12.498681, 131.006002,,,0
819,,"238 Farrar Blvd",, -12.494097, 131.005920,,,0
820,,"Boulter Rd at Steiner School",, -12.414890, 130.921009,,,0
821,,"47 Boulter Road",, -12.414479, 130.916937,,,0
822,,"Girraween Rd after Jarrold Pl",, -12.525488, 131.069626,,,0
823,,"140 Howard Springs Road",, -12.487270, 131.024017,,,0
824,,"opp 140 Howard Springs Road",, -12.487000, 131.023852,,,0
828,,"Museum & Art Gallery of NT",, -12.437082, 130.833451,,,0
829,,"Chung Wah Tce before Buscall Ave",, -12.493351, 130.987522,,,0
830,,"229 Forrest Parade",, -12.513589, 130.986238,,,0
831,,"Forrest Pde after Eucharia St",, -12.514947, 130.980752,,,0
832,,"133 Flynn Cct",, -12.512650, 130.980656,,,0
833,,"Flynn Cct before Pye St",, -12.512386, 130.983522,,,0
834,,"Zuccoli Pde before Zuccoli Shops",, -12.504809, 131.008196,,,0
835,,"Zuccoli Pde after Brook Cct",, -12.503427, 131.006692,,,0
841,,"Dawarra Cres at Bilingga Park",, -12.352616, 130.886813,,,0
842,,"Limmen St before Malay Rd",, -12.382175, 130.884943,,,0
843,,"Lee Point Rd before Fitzmaurice Dve",, -12.364896, 130.892505,,,0
844,,"Dawarra Crescent",, -12.356099, 130.888456,,,0
847,,"Farrar Blvd after Brisbane Cres",, -12.488919, 131.004916,,,0
850,,"95 Acacia Road",, -12.568536, 131.131757,,,0
86,,"Progress Drive at John Stokes Square",, -12.387984, 130.850547,,,0
900,,"Casuarina Bradshaw Terrace Terminus",, -12.372981, 130.880299,,,0
903,,"Palmerston Terminus",, -12.478617, 130.986616,,,0
905,,"Amy Johnson Ave at Marrara Christian School",, -12.407200, 130.916060,,,0
912,,"Noonamah Tavern",, -12.633469, 131.074113,,,0
925,,"Palmerston Interchange",, -12.478897, 130.986860,,,0
928,,"Larrakeyah Primary School, Marella St",, -12.456904, 130.830291,,,0
933,,"Casuarina Bradshaw Terrace",, -12.373320, 130.880355,,,0
937,,"Coolalinga Central after Fairweather Cres",, -12.523587, 131.043330,,,0
943,,"140 Whitewood Road",, -12.496356, 131.030413,,,0
948,,"Kitchener Dve before Anchorage Ct",, -12.467610, 130.845193,,,0
951,,"Kitchener Drive under Skybridge",, -12.466811, 130.845768,,,0
968,,"Florey Ave, Royal Darwin Hospital",, -12.356394, 130.883128,,,0
970,,"Lambrick Ave before Chung Wah Tce",, -12.500441, 130.986388,,,0
971,,"Tilston Ave, Driver Secondary School",, -12.496056, 130.973570,,,0
972,,"opp 46 Packard Ave",, -12.472803, 130.977461,,,0
979,,"Asche St after Farquhar St",, -12.360653, 130.895400,,,0
980,,"Fuhrmann St opp Asche St",, -12.354525, 130.891517,,,0
984,,"Darwin Hospital Precinct, Bambatj Rd",, -12.353270, 130.884070,,,0
990,,"Hillier Rd before Cartonena St",, -12.514880, 131.059062,,,0
991,,"Hillier Rd before Girraween Rd",, -12.524151, 131.059063,,,0
994,,"Dripstone Secondary College",, -12.367344, 130.884613,,,0
995,,"Anglesey Rd opp Woodcote Cres",, -12.549307, 131.111026,,,0
997,,"Palmerston Regional Hospital",, -12.475172, 131.002407,,,0
998,,"Yanyula Dve at Anula Primary School",, -12.390086, 130.893241,,,0
CDCS015,,"Gray Primary School",, -12.490136, 130.981044,,,0
CDCS039,,"MacKillop Catholic College",, -12.497678, 131.009247,,,0
CDCS049,,"Darwin Middle School",, -12.437816, 130.834889,,,0
CDCS054,,"Catalina Rd Moulden",, -12.502262, 130.967038,,,0
CDCS059,,"Larrakeyah Primary School",, -12.457017, 130.830174,,,0
CDCS084,,"Waler Rd/Marlow Lagoon",, -12.491518, 130.965445,,,0
CDCS085,,"O’Loughlin College",, -12.394893, 130.909943,,,0
CDCS088,,"Nakara Primary School",, -12.369030, 130.877904,,,0
TBA-19,,"opp 290",, -12.428543, 130.889885,,,0
TBA-63,,"opp 364",, -12.498728, 130.988598,,,0
