shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
40180,-12.423390,130.842074,220024,12.376
40180,-12.423726,130.841751,220025,12.427
40180,-12.424037,130.841433,220026,12.475
40180,-12.424137,130.841306,220027,12.493
40180,-12.424282,130.841091,220028,12.521
40180,-12.424412,130.840787,220029,12.557
40180,-12.424451,130.840687,220030,12.569
40180,-12.424481,130.840610,220031,12.578
40180,-12.424516,130.840485,220032,12.592
40180,-12.424535,130.840392,220033,12.602
40180,-12.424547,130.840313,220034,12.611
40180,-12.424554,130.840241,220035,12.619
40180,-12.424557,130.840139,220036,12.630
40180,-12.424557,130.839733,220037,12.674
40180,-12.424554,130.839309,220038,12.720
40180,-12.424551,130.838630,220039,12.794
40180,-12.424573,130.838613,220040,12.797
40180,-12.424595,130.838598,220041,12.800
40180,-12.424623,130.838581,220042,12.804
40180,-12.424643,130.838572,220043,12.806
40180,-12.424663,130.838569,220044,12.808
40180,-12.424682,130.838567,220045,12.811
40180,-12.424703,130.838567,220046,12.813
40180,-12.424724,130.838572,220047,12.815
40180,-12.424741,130.838578,220048,12.817
40180,-12.424747,130.838582,220049,12.818
40180,-12.424773,130.838610,220050,12.822
40180,-12.425087,130.838999,220051,12.877
40180,-12.425499,130.839571,220052,12.954
40180,-12.425499,130.839571,230001,12.954
40180,-12.425549,130.839640,230002,12.963
40180,-12.426124,130.840433,230003,13.071
40180,-12.426163,130.840485,230004,13.078
40180,-12.426300,130.840674,230005,13.103
40180,-12.426618,130.841112,230006,13.163
40180,-12.426661,130.841167,230007,13.170
40180,-12.427052,130.841716,230008,13.244
40180,-12.427115,130.841800,230009,13.255
40180,-12.427303,130.842063,230010,13.291
40180,-12.427303,130.842063,240001,13.291
40180,-12.427567,130.842430,240002,13.340
40180,-12.428035,130.843073,240003,13.427
40180,-12.428499,130.843738,240004,13.516
40180,-12.428601,130.843885,240005,13.536
40180,-12.428704,130.843801,240006,13.550
40180,-12.428802,130.843724,240007,13.564
40180,-12.429209,130.843400,240008,13.621
40180,-12.429254,130.843364,240009,13.627
40180,-12.429317,130.843314,240010,13.636
40180,-12.429420,130.843263,240011,13.649
40180,-12.430055,130.843287,240012,13.719
40180,-12.430547,130.843311,240013,13.774
40180,-12.430657,130.843309,240014,13.786
40180,-12.431059,130.843305,240015,13.830
40180,-12.431241,130.843303,240016,13.850
40180,-12.431437,130.843303,240017,13.872
40180,-12.432110,130.843303,240018,13.946
40180,-12.432113,130.843325,240019,13.949
40180,-12.432122,130.843346,240020,13.951
40180,-12.432137,130.843363,240021,13.954
40180,-12.432156,130.843375,240022,13.956
40180,-12.432176,130.843381,240023,13.959
40180,-12.432202,130.843379,240024,13.961
40180,-12.432225,130.843368,240025,13.964
40180,-12.432243,130.843350,240026,13.967
40180,-12.432254,130.843327,240027,13.970
40180,-12.432257,130.843301,240028,13.973
40180,-12.432252,130.843276,240029,13.976
40180,-12.432239,130.843254,240030,13.978
40180,-12.432218,130.843239,240031,13.981
40180,-12.432195,130.843231,240032,13.984
40180,-12.432197,130.842539,240033,14.059
40180,-12.432197,130.842539,250001,14.059
40180,-12.432197,130.842348,250002,14.080
40180,-12.432192,130.842204,250003,14.096
40180,-12.432196,130.841540,250004,14.168
40180,-12.432200,130.841301,250005,14.194
40180,-12.432205,130.841244,250006,14.200
40180,-12.432215,130.841189,250007,14.206
40180,-12.432229,130.841141,250008,14.211
40180,-12.432244,130.841144,250009,14.213
40180,-12.432260,130.841142,250010,14.215
40180,-12.432275,130.841137,250011,14.217
40180,-12.432287,130.841127,250012,14.219
40180,-12.432297,130.841114,250013,14.220
40180,-12.432303,130.841099,250014,14.222
40180,-12.432305,130.841083,250015,14.224
40180,-12.432302,130.841067,250016,14.226
40180,-12.432295,130.841053,250017,14.227
40180,-12.432286,130.841042,250018,14.229
40180,-12.432274,130.841033,250019,14.230
40180,-12.432259,130.841027,250020,14.232
40180,-12.432245,130.841026,250021,14.234
40180,-12.432219,130.840937,250022,14.244
40180,-12.432208,130.840884,250023,14.250
40180,-12.432204,130.840812,250024,14.258
40180,-12.432202,130.840737,250025,14.266
40180,-12.432200,130.840675,250026,14.272
40180,-12.432193,130.840366,250027,14.306
40180,-12.432202,130.839848,250028,14.362
40180,-12.432212,130.839610,250029,14.388
40180,-12.432220,130.839134,250030,14.440
40180,-12.432220,130.839134,260001,14.440
40180,-12.432221,130.839008,260002,14.454
40180,-12.432212,130.838744,260003,14.482
40180,-12.432206,130.838527,260004,14.506
40180,-12.432215,130.838154,260005,14.547
40180,-12.432219,130.838027,260006,14.560
40180,-12.432224,130.837959,260007,14.568
40180,-12.432232,130.837896,260008,14.575
40180,-12.432241,130.837830,260009,14.582
40180,-12.432278,130.837660,260010,14.601
40180,-12.432487,130.837709,260011,14.624
40180,-12.432949,130.837802,260012,14.677
40180,-12.433772,130.837877,260013,14.768
40180,-12.434801,130.837898,260014,14.882
40180,-12.434801,130.837898,270001,14.882
40180,-12.435048,130.837902,270002,14.909
40180,-12.435760,130.837941,270003,14.988
40180,-12.435962,130.837951,270004,15.010
40180,-12.436167,130.837965,270005,15.033
40180,-12.436815,130.837996,270006,15.105
40180,-12.437371,130.837972,270007,15.166
40180,-12.437618,130.837952,270008,15.194
40180,-12.437817,130.837930,270009,15.216
40180,-12.437870,130.837922,270010,15.222
40180,-12.437945,130.837912,270011,15.230
40180,-12.438000,130.837903,270012,15.237
40180,-12.438084,130.837886,270013,15.246
40180,-12.438082,130.837768,270014,15.259
40180,-12.438089,130.837690,270015,15.267
40180,-12.438101,130.837533,270016,15.284
40180,-12.438107,130.837465,270017,15.292
40180,-12.438130,130.837322,270018,15.308
40180,-12.438155,130.837136,270019,15.328
40180,-12.438168,130.837089,270020,15.333
40180,-12.438179,130.837053,270021,15.337
40180,-12.438197,130.837006,270022,15.343
40180,-12.438214,130.836975,270023,15.347
40180,-12.438229,130.836952,270024,15.350
40180,-12.438255,130.836921,270025,15.354
40180,-12.438277,130.836900,270026,15.358
40180,-12.438299,130.836889,270027,15.360
40180,-12.438326,130.836873,270028,15.364
40180,-12.438361,130.836856,270029,15.368
40180,-12.438384,130.836840,270030,15.371
40180,-12.438406,130.836823,270031,15.374
40180,-12.438424,130.836804,270032,15.377
40180,-12.438435,130.836782,270033,15.380
40180,-12.438442,130.836757,270034,15.383
40180,-12.438444,130.836725,270035,15.386
40180,-12.438441,130.836695,270036,15.389
40180,-12.438428,130.836660,270037,15.393
40180,-12.438413,130.836636,270038,15.396
40180,-12.438404,130.836624,270039,15.398
40180,-12.438392,130.836614,270040,15.400
40180,-12.438372,130.836599,270041,15.402
40180,-12.438339,130.836584,270042,15.406
40180,-12.438304,130.836571,270043,15.411
40180,-12.438259,130.836560,270044,15.416
40180,-12.438235,130.836555,270045,15.418
40180,-12.438190,130.836550,270046,15.423
40180,-12.438179,130.836549,270047,15.425
40180,-12.438168,130.836550,270048,15.426
40180,-12.438020,130.836450,270049,15.445
40180,-12.437556,130.836171,270050,15.505
40180,-12.437227,130.835903,270051,15.552
40180,-12.437095,130.835804,270052,15.570
40180,-12.436950,130.835695,270053,15.590
40180,-12.436887,130.835648,270054,15.598
40180,-12.436714,130.835573,270055,15.619
40180,-12.436620,130.835547,270056,15.630
40180,-12.436596,130.835542,270057,15.633
40180,-12.436523,130.835527,270058,15.641
40180,-12.436335,130.835513,270059,15.662
40180,-12.436272,130.835524,270060,15.669
40180,-12.436271,130.835182,270061,15.706
40180,-12.436268,130.834624,270062,15.767
40180,-12.436267,130.834481,270063,15.782
40180,-12.436390,130.834418,270064,15.797
40180,-12.436605,130.834272,270065,15.826
40180,-12.436803,130.834138,270066,15.852
40180,-12.436899,130.834075,270067,15.865
40180,-12.437017,130.833549,270068,15.924
40180,-12.437024,130.833461,270069,15.933
40180,-12.437024,130.833461,280001,15.933
40180,-12.436991,130.833414,280002,15.940
40180,-12.436941,130.833391,280003,15.946
40180,-12.436757,130.833480,280004,15.968
40180,-12.436677,130.833514,280005,15.978
40180,-12.436410,130.833616,280006,16.009
40180,-12.436350,130.833648,280007,16.017
40180,-12.436265,130.833671,280008,16.027
40180,-12.436266,130.834216,280009,16.086
40180,-12.436267,130.834481,280010,16.115
40180,-12.436268,130.834624,280011,16.130
40180,-12.436271,130.835182,280012,16.191
40180,-12.436272,130.835524,280013,16.228
40180,-12.436278,130.836729,280014,16.359
40180,-12.436283,130.837741,280015,16.469
40180,-12.436276,130.837782,280016,16.474
40180,-12.436267,130.837817,280017,16.478
40180,-12.436260,130.837842,280018,16.480
40180,-12.436250,130.837865,280019,16.483
40180,-12.436239,130.837882,280020,16.485
40180,-12.436227,130.837898,280021,16.487
40180,-12.436214,130.837908,280022,16.489
40180,-12.436200,130.837914,280023,16.491
40180,-12.436183,130.837919,280024,16.493
40180,-12.436123,130.837926,280025,16.500
40180,-12.436022,130.837943,280026,16.511
40180,-12.435962,130.837951,280027,16.518
40180,-12.436167,130.837965,280028,16.540
40180,-12.436815,130.837996,280029,16.612
40180,-12.437371,130.837972,280030,16.674
40180,-12.437618,130.837952,280031,16.701
40180,-12.437817,130.837930,280032,16.723
40180,-12.437870,130.837922,280033,16.729
40180,-12.437945,130.837912,280034,16.738
40180,-12.438000,130.837903,280035,16.744
40180,-12.438084,130.837886,280036,16.753
40180,-12.438248,130.837837,280037,16.772
40180,-12.438408,130.837784,280038,16.791
40180,-12.438511,130.837744,280039,16.803
40180,-12.438615,130.837699,280040,16.816
40180,-12.438650,130.837683,280041,16.820
40180,-12.438650,130.837683,290001,16.820
40180,-12.438721,130.837649,290002,16.829
40180,-12.438817,130.837597,290003,16.840
40180,-12.438904,130.837545,290004,16.852
40180,-12.438996,130.837485,290005,16.864
40180,-12.439075,130.837424,290006,16.875
40180,-12.439115,130.837391,290007,16.881
40180,-12.439479,130.837088,290008,16.933
40180,-12.439594,130.837012,290009,16.948
40180,-12.440404,130.836450,290010,17.056
40180,-12.441016,130.836019,290011,17.138
40180,-12.441473,130.835703,290012,17.200
40180,-12.441601,130.835619,290013,17.216
40180,-12.441785,130.835506,290014,17.240
40180,-12.441915,130.835430,290015,17.257
40180,-12.442068,130.835348,290016,17.276
40180,-12.442226,130.835264,290017,17.296
40180,-12.442335,130.835215,290018,17.309
40180,-12.442495,130.835149,290019,17.328
40180,-12.442779,130.835036,290020,17.362
40180,-12.443042,130.834926,290021,17.393
40180,-12.443130,130.834908,290022,17.403
40180,-12.443214,130.834880,290023,17.413
40180,-12.443454,130.834772,290024,17.442
40180,-12.443784,130.834599,290025,17.483
40180,-12.444103,130.834412,290026,17.523
40180,-12.444261,130.834310,290027,17.544
40180,-12.444423,130.834215,290028,17.565
40180,-12.444548,130.834143,290029,17.581
40180,-12.444722,130.834045,290030,17.603
40180,-12.444790,130.834006,290031,17.611
40180,-12.444914,130.833942,290032,17.627
40180,-12.445062,130.833875,290033,17.645
40180,-12.445725,130.833583,290034,17.725
40180,-12.446069,130.833413,290035,17.767
40180,-12.446099,130.833399,290036,17.771
40180,-12.446099,130.833399,300001,17.771
40180,-12.446391,130.833259,300002,17.806
40180,-12.446453,130.833258,300003,17.813
40180,-12.446524,130.833231,300004,17.822
40180,-12.446668,130.833160,300005,17.839
40180,-12.446772,130.833112,300006,17.852
40180,-12.446800,130.833056,300007,17.859
40180,-12.447546,130.832689,300008,17.951
40180,-12.448588,130.832158,300009,18.079
40180,-12.448705,130.832101,300010,18.094
40180,-12.448868,130.832013,300011,18.114
40180,-12.449342,130.831766,300012,18.173
40180,-12.449681,130.831592,300013,18.215
40180,-12.449681,130.831592,310001,18.215
40180,-12.449877,130.831491,310002,18.239
40180,-12.450257,130.831278,310003,18.288
40180,-12.450295,130.831258,310004,18.292
40180,-12.451312,130.830696,310005,18.420
40180,-12.451446,130.830628,310006,18.437
40180,-12.451573,130.830582,310007,18.452
40180,-12.451690,130.830551,310008,18.465
40180,-12.451806,130.830527,310009,18.478
40180,-12.451934,130.830513,310010,18.492
40180,-12.452005,130.830520,310011,18.500
40180,-12.452062,130.830530,310012,18.507
40180,-12.452117,130.830549,310013,18.513
40180,-12.452176,130.830575,310014,18.520
40180,-12.452217,130.830596,310015,18.525
40180,-12.452261,130.830616,310016,18.531
40180,-12.452284,130.830639,310017,18.534
40180,-12.452300,130.830650,310018,18.536
40180,-12.452331,130.830664,310019,18.540
40180,-12.452362,130.830670,310020,18.544
40180,-12.452395,130.830667,310021,18.547
40180,-12.452430,130.830656,310022,18.551
40180,-12.452450,130.830645,310023,18.554
40180,-12.452471,130.830626,310024,18.557
40180,-12.452490,130.830601,310025,18.561
40180,-12.452503,130.830570,310026,18.564
40180,-12.452657,130.830406,310027,18.589
40180,-12.453294,130.829778,310028,18.687
40180,-12.453349,130.829722,310029,18.696
40180,-12.453613,130.830000,310030,18.738
40180,-12.453613,130.830000,320001,18.738
40180,-12.453918,130.830320,320002,18.786
40180,-12.454383,130.830810,320003,18.860
40180,-12.454857,130.831293,320004,18.934
40180,-12.455150,130.831593,320005,18.980
40180,-12.455150,130.831593,330001,18.980
40180,-12.455330,130.831777,330002,19.008
40180,-12.455791,130.832256,330003,19.081
40180,-12.456777,130.833263,330004,19.236
40180,-12.456857,130.833345,330005,19.248
40180,-12.457423,130.833933,330006,19.338
40180,-12.457460,130.833972,330007,19.344
40180,-12.457837,130.834363,330008,19.403
40180,-12.457837,130.834363,340001,19.403
40180,-12.457983,130.834514,340002,19.426
40180,-12.458276,130.834810,340003,19.472
40180,-12.458587,130.835138,340004,19.521
40180,-12.458694,130.835242,340005,19.538
40180,-12.459091,130.835653,340006,19.601
40180,-12.459640,130.836218,340007,19.687
40180,-12.460302,130.836902,340008,19.791
40180,-12.460375,130.836976,340009,19.803
40180,-12.460619,130.837230,340010,19.841
40180,-12.460640,130.837251,340011,19.845
40180,-12.460984,130.837607,340012,19.899
40180,-12.460984,130.837607,350001,19.899
40180,-12.461027,130.837652,350002,19.906
40180,-12.461082,130.837708,350003,19.915
40180,-12.461625,130.838271,350004,20.000
40180,-12.462209,130.838875,350005,20.092
40180,-12.462905,130.839588,350006,20.201
40180,-12.463084,130.839782,350007,20.230
40180,-12.463108,130.839809,350008,20.234
40180,-12.463177,130.839878,350009,20.245
40180,-12.463230,130.839930,350010,20.253
40180,-12.463624,130.840341,350011,20.316
40180,-12.463762,130.840485,350012,20.337
40180,-12.463952,130.840681,350013,20.367
40180,-12.464633,130.841374,350014,20.474
40180,-12.464797,130.841543,350015,20.500
40180,-12.464953,130.841706,350016,20.524
40180,-12.464983,130.841748,350017,20.530
40180,-12.464983,130.841748,360001,20.530
40180,-12.465064,130.841859,360002,20.545
40180,-12.465270,130.842076,360003,20.578
40180,-12.465476,130.842290,360004,20.610
40180,-12.465500,130.842331,360005,20.616
40180,-12.465515,130.842376,360006,20.621
40180,-12.465525,130.842428,360007,20.627
40180,-12.465528,130.842479,360008,20.632
40180,-12.465524,130.842505,360009,20.635
40180,-12.465522,130.842519,360010,20.636
40180,-12.465510,130.842577,360011,20.643
40180,-12.465497,130.842614,360012,20.647
40180,-12.465481,130.842649,360013,20.651
40180,-12.465455,130.842692,360014,20.657
40180,-12.465420,130.842740,360015,20.663
40180,-12.465358,130.842820,360016,20.674
40180,-12.465278,130.842900,360017,20.687
40180,-12.465263,130.842916,360018,20.689
40180,-12.465231,130.842948,360019,20.694
40180,-12.464838,130.843338,360020,20.755
40180,-12.464817,130.843357,360021,20.758
40180,-12.464716,130.843460,360022,20.774
40180,-12.464999,130.843709,360023,20.815
40180,-12.465260,130.843975,360024,20.856
40180,-12.465208,130.844036,360025,20.865
40180,-12.465172,130.844074,360026,20.871
40180,-12.465033,130.844217,360027,20.892
40180,-12.464925,130.844327,360028,20.909
40180,-12.464856,130.844396,360029,20.920
40180,-12.464849,130.844403,360030,20.923
40181,-12.373324,130.880325,10001,0.000
40181,-12.373485,130.880350,10002,0.018
40181,-12.373703,130.880400,10003,0.043
40181,-12.373890,130.880435,10004,0.064
40181,-12.374038,130.880449,10005,0.080
40181,-12.374094,130.880457,10006,0.086
40181,-12.374205,130.880457,10007,0.099
40181,-12.374302,130.880453,10008,0.110
40181,-12.374491,130.880440,10009,0.131
40181,-12.374638,130.880415,10010,0.147
40181,-12.374795,130.880377,10011,0.165
40181,-12.375011,130.880315,10012,0.190
40181,-12.375707,130.880076,10013,0.271
40181,-12.375885,130.880014,10014,0.292
40181,-12.376048,130.879959,10015,0.311
40181,-12.376076,130.879948,10016,0.314
40181,-12.376618,130.879802,10017,0.376
40181,-12.376748,130.879763,10018,0.391
40181,-12.376793,130.879743,10019,0.397
40181,-12.376867,130.879665,10020,0.408
40181,-12.376785,130.879369,10021,0.442
40181,-12.376614,130.878777,10022,0.509
40181,-12.376548,130.878582,10023,0.531
40181,-12.376523,130.878530,10024,0.538
40181,-12.376498,130.878491,10025,0.543
40181,-12.376365,130.878040,10026,0.594
40181,-12.376272,130.877769,10027,0.625
40181,-12.376175,130.877527,10028,0.653
40181,-12.376024,130.877195,10029,0.693
40181,-12.375945,130.877033,10030,0.713
40181,-12.375669,130.876519,10031,0.777
40181,-12.375500,130.876182,10032,0.818
40181,-12.375500,130.876182,20001,0.818
40181,-12.375109,130.875405,20002,0.913
40181,-12.375060,130.875326,20003,0.923
40181,-12.375037,130.875289,20004,0.928
40181,-12.375017,130.875259,20005,0.932
40181,-12.374994,130.875227,20006,0.936
40181,-12.374974,130.875205,20007,0.939
40181,-12.374956,130.875147,20008,0.946
40181,-12.374864,130.875046,20009,0.961
40181,-12.374777,130.874954,20010,0.975
40181,-12.374768,130.874943,20011,0.976
40181,-12.374754,130.874927,20012,0.979
40181,-12.374739,130.874907,20013,0.981
40181,-12.374713,130.874865,20014,0.987
40181,-12.374684,130.874806,20015,0.994
40181,-12.374673,130.874766,20016,0.998
40181,-12.374665,130.874734,20017,1.002
40181,-12.374656,130.874690,20018,1.007
40181,-12.374653,130.874668,20019,1.009
40181,-12.374653,130.874645,20020,1.012
40181,-12.374666,130.874607,20021,1.016
40181,-12.374669,130.874567,20022,1.020
40181,-12.374660,130.874527,20023,1.025
40181,-12.374641,130.874491,20024,1.029
40181,-12.374614,130.874462,20025,1.034
40181,-12.374580,130.874442,20026,1.038
40181,-12.374548,130.874433,20027,1.042
40181,-12.374516,130.874431,20028,1.045
40181,-12.374472,130.874422,20029,1.050
40181,-12.374409,130.874408,20030,1.057
40181,-12.374355,130.874391,20031,1.064
40181,-12.374319,130.874377,20032,1.068
40181,-12.374288,130.874365,20033,1.071
40181,-12.374233,130.874335,20034,1.078
40181,-12.374181,130.874296,20035,1.085
40181,-12.374132,130.874253,20036,1.093
40181,-12.374083,130.874207,20037,1.100
40181,-12.374051,130.874182,20038,1.105
40181,-12.373978,130.874081,20039,1.118
40181,-12.373856,130.873921,20040,1.140
40181,-12.373783,130.873808,20041,1.155
40181,-12.373758,130.873763,20042,1.160
40181,-12.373723,130.873696,20043,1.169
40181,-12.373677,130.873601,20044,1.180
40181,-12.373631,130.873494,20045,1.193
40181,-12.373585,130.873376,20046,1.207
40181,-12.373575,130.873301,20047,1.215
40181,-12.373559,130.873217,20048,1.224
40181,-12.373524,130.873046,20049,1.243
40181,-12.373469,130.872754,20050,1.276
40181,-12.373452,130.872647,20051,1.287
40181,-12.373442,130.872565,20052,1.296
40181,-12.373441,130.872485,20053,1.305
40181,-12.373449,130.872400,20054,1.314
40181,-12.373459,130.872343,20055,1.321
40181,-12.373475,130.872294,20056,1.326
40181,-12.373496,130.872259,20057,1.331
40181,-12.373508,130.872218,20058,1.335
40181,-12.373509,130.872177,20059,1.340
40181,-12.373499,130.872135,20060,1.344
40181,-12.373480,130.872099,20061,1.349
40181,-12.373447,130.872064,20062,1.354
40181,-12.373406,130.872041,20063,1.359
40181,-12.373363,130.871904,20064,1.375
40181,-12.373348,130.871869,20065,1.379
40181,-12.373330,130.871840,20066,1.383
40181,-12.373302,130.871813,20067,1.387
40181,-12.373279,130.871794,20068,1.391
40181,-12.373237,130.871776,20069,1.395
40181,-12.373140,130.871755,20070,1.407
40181,-12.373090,130.871731,20071,1.413
40181,-12.373062,130.871712,20072,1.416
40181,-12.373028,130.871685,20073,1.421
40181,-12.373002,130.871660,20074,1.425
40181,-12.372980,130.871628,20075,1.429
40181,-12.372961,130.871588,20076,1.434
40181,-12.372947,130.871551,20077,1.438
40181,-12.372927,130.871499,20078,1.444
40181,-12.372930,130.871441,20079,1.451
40181,-12.372962,130.870922,20080,1.507
40181,-12.372964,130.870884,20081,1.512
40181,-12.372965,130.870780,20082,1.523
40181,-12.372961,130.870732,20083,1.528
40181,-12.372952,130.870710,20084,1.531
40181,-12.372942,130.870691,20085,1.533
40181,-12.372932,130.870676,20086,1.535
40181,-12.372924,130.870669,20087,1.536
40181,-12.372916,130.870665,20088,1.537
40181,-12.372901,130.870662,20089,1.539
40181,-12.372879,130.870660,20090,1.541
40181,-12.372817,130.870659,20091,1.548
40181,-12.372739,130.870653,20092,1.557
40181,-12.372739,130.870653,30001,1.557
40181,-12.372726,130.870652,30002,1.558
40181,-12.372707,130.870656,30003,1.560
40181,-12.372689,130.870665,30004,1.562
40181,-12.372680,130.870671,30005,1.564
40181,-12.372671,130.870681,30006,1.565
40181,-12.372662,130.870691,30007,1.567
40181,-12.372654,130.870704,30008,1.568
40181,-12.372650,130.870727,30009,1.571
40181,-12.372647,130.870758,30010,1.574
40181,-12.372639,130.870834,30011,1.582
40181,-12.372613,130.871193,30012,1.621
40181,-12.372601,130.871362,30013,1.640
40181,-12.372599,130.871427,30014,1.647
40181,-12.372603,130.871462,30015,1.651
40181,-12.372609,130.871497,30016,1.655
40181,-12.372620,130.871538,30017,1.659
40181,-12.372649,130.871625,30018,1.669
40181,-12.372665,130.871673,30019,1.675
40181,-12.372680,130.871727,30020,1.681
40181,-12.372686,130.871767,30021,1.685
40181,-12.372692,130.871801,30022,1.689
40181,-12.372663,130.871823,30023,1.693
40181,-12.372642,130.871854,30024,1.697
40181,-12.372632,130.871889,30025,1.701
40181,-12.372632,130.871926,30026,1.705
40181,-12.372644,130.871961,30027,1.709
40181,-12.372665,130.871990,30028,1.713
40181,-12.372694,130.872011,30029,1.717
40181,-12.372728,130.872022,30030,1.721
40181,-12.372764,130.872022,30031,1.725
40181,-12.372798,130.872010,30032,1.729
40181,-12.372827,130.871988,30033,1.733
40181,-12.372848,130.871958,30034,1.737
40181,-12.372859,130.871923,30035,1.741
40181,-12.372948,130.871882,30036,1.752
40181,-12.372982,130.871861,30037,1.756
40181,-12.373011,130.871848,30038,1.760
40181,-12.373053,130.871835,30039,1.765
40181,-12.373080,130.871829,30040,1.768
40181,-12.373106,130.871827,30041,1.770
40181,-12.373139,130.871832,30042,1.774
40181,-12.373163,130.871840,30043,1.777
40181,-12.373186,130.871848,30044,1.780
40181,-12.373214,130.871867,30045,1.783
40181,-12.373229,130.871884,30046,1.786
40181,-12.373245,130.871906,30047,1.789
40181,-12.373256,130.871933,30048,1.792
40181,-12.373268,130.871983,30049,1.798
40181,-12.373276,130.872050,30050,1.805
40181,-12.373244,130.872074,30051,1.809
40181,-12.373219,130.872104,30052,1.814
40181,-12.373202,130.872140,30053,1.818
40181,-12.373194,130.872178,30054,1.822
40181,-12.373195,130.872218,30055,1.827
40181,-12.373206,130.872257,30056,1.831
40181,-12.373225,130.872291,30057,1.835
40181,-12.373225,130.872302,30058,1.837
40181,-12.373286,130.872340,30059,1.844
40181,-12.373349,130.872610,30060,1.875
40181,-12.373511,130.873227,30061,1.944
40181,-12.373543,130.873300,30062,1.953
40181,-12.373585,130.873376,30063,1.962
40181,-12.373631,130.873494,30064,1.976
40181,-12.373677,130.873601,30065,1.989
40181,-12.373723,130.873696,30066,2.000
40181,-12.373758,130.873763,30067,2.009
40181,-12.373774,130.873790,30068,2.012
40181,-12.373774,130.873790,40001,2.012
40181,-12.373783,130.873808,40002,2.014
40181,-12.373856,130.873921,40003,2.029
40181,-12.373978,130.874081,40004,2.051
40181,-12.374051,130.874182,40005,2.064
40181,-12.374066,130.874219,40006,2.069
40181,-12.374079,130.874249,40007,2.072
40181,-12.374107,130.874292,40008,2.078
40181,-12.374180,130.874364,40009,2.089
40181,-12.374218,130.874395,40010,2.095
40181,-12.374257,130.874427,40011,2.100
40181,-12.374290,130.874457,40012,2.105
40181,-12.374322,130.874497,40013,2.111
40181,-12.374351,130.874538,40014,2.116
40181,-12.374384,130.874598,40015,2.123
40181,-12.374395,130.874638,40016,2.128
40181,-12.374417,130.874674,40017,2.133
40181,-12.374449,130.874701,40018,2.137
40181,-12.374485,130.874718,40019,2.142
40181,-12.374524,130.874725,40020,2.146
40181,-12.374564,130.874719,40021,2.150
40181,-12.374600,130.874703,40022,2.155
40181,-12.374630,130.874678,40023,2.159
40181,-12.374653,130.874645,40024,2.163
40181,-12.374673,130.874624,40025,2.167
40181,-12.374692,130.874604,40026,2.170
40181,-12.374719,130.874579,40027,2.174
40181,-12.374775,130.874525,40028,2.182
40181,-12.374828,130.874471,40029,2.191
40181,-12.374870,130.874426,40030,2.197
40181,-12.374939,130.874345,40031,2.209
40181,-12.374963,130.874312,40032,2.213
40181,-12.374981,130.874284,40033,2.217
40181,-12.374997,130.874253,40034,2.221
40181,-12.375024,130.874198,40035,2.228
40181,-12.375372,130.873794,40036,2.286
40181,-12.375573,130.873546,40037,2.321
40181,-12.375573,130.873546,50001,2.321
40181,-12.375877,130.873174,50002,2.374
40181,-12.376234,130.872762,50003,2.433
40181,-12.376755,130.872140,50004,2.522
40181,-12.377471,130.871288,50005,2.644
40181,-12.377818,130.870874,50006,2.704
40181,-12.378058,130.870577,50007,2.745
40181,-12.378131,130.870492,50008,2.758
40181,-12.378131,130.870492,60001,2.758
40181,-12.378278,130.870322,60002,2.782
40181,-12.378403,130.870185,60003,2.803
40181,-12.378487,130.870092,60004,2.816
40181,-12.378559,130.870016,60005,2.828
40181,-12.378628,130.869963,60006,2.837
40181,-12.378891,130.869793,60007,2.872
40181,-12.379032,130.869720,60008,2.889
40181,-12.379108,130.869680,60009,2.899
40181,-12.379495,130.869562,60010,2.944
40181,-12.379830,130.869461,60011,2.982
40181,-12.380555,130.869260,60012,3.065
40181,-12.381569,130.868957,60013,3.182
40181,-12.381668,130.868928,60014,3.194
40181,-12.382239,130.868778,60015,3.259
40181,-12.382286,130.868767,60016,3.264
40181,-12.382286,130.868767,70001,3.264
40181,-12.382546,130.868699,70002,3.294
40181,-12.382683,130.868677,70003,3.309
40181,-12.382806,130.868661,70004,3.323
40181,-12.382940,130.868653,70005,3.338
40181,-12.383066,130.868661,70006,3.352
40181,-12.383167,130.868673,70007,3.363
40181,-12.383257,130.868687,70008,3.373
40181,-12.383436,130.868727,70009,3.393
40181,-12.383660,130.868787,70010,3.419
40181,-12.384109,130.868931,70011,3.471
40181,-12.384129,130.868928,70012,3.474
40181,-12.384141,130.868925,70013,3.475
40181,-12.384155,130.868921,70014,3.476
40181,-12.384166,130.868914,70015,3.478
40181,-12.384179,130.868904,70016,3.480
40181,-12.384195,130.868886,70017,3.482
40181,-12.384213,130.868862,70018,3.486
40181,-12.384222,130.868846,70019,3.488
40181,-12.384228,130.868835,70020,3.489
40181,-12.384234,130.868821,70021,3.491
40181,-12.384254,130.868755,70022,3.498
40181,-12.384264,130.868727,70023,3.501
40181,-12.384269,130.868714,70024,3.503
40181,-12.384274,130.868703,70025,3.504
40181,-12.384282,130.868693,70026,3.506
40181,-12.384291,130.868686,70027,3.507
40181,-12.384316,130.868672,70028,3.510
40181,-12.384577,130.867800,70029,3.609
40181,-12.384794,130.867054,70030,3.694
40181,-12.384794,130.867054,80001,3.694
40181,-12.384878,130.866765,80002,3.727
40181,-12.384996,130.866373,80003,3.771
40181,-12.385192,130.865712,80004,3.846
